ID,Leaf_shape,Leaf_edge,n_shoot_axis,Tray,Row,Column,Comments
265-5,l,s,1,17,3,5,
265-6,l,s,3,17,3,6,
265-7,n,s,5,17,4,1,
265-8,l,n,4,17,4,2,
265-9,l,s,3,17,4,3,
265-10,l,g,4,17,4,4,
265-11,l,s,4,17,4,5,
265-12,l,g,3,17,4,6,
265-13,l,g,2,17,5,1,
265-14,o,g,2,17,5,2,
265-15,n,g,2,17,5,3,
265-16,l,g,2,17,5,4,
265-17,n,g,2,17,5,5,
265-18,l,g,4,17,5,6,
265-19,l,g,5,17,6,1,
265-20,o,g,2,17,6,2,
265-21,n,n,1,17,6,3,
265-22,l,g,3,17,6,4,
267-1,l,n,3,17,6,5,
267-2,l,g,2,17,6,6,
267-3,l,g,3,17,7,1,
267-4,l,n,4,17,7,2,
267-5,n,n,1,17,7,3,
267-6,n,g,2,17,7,4,
267-7,l,s,4,17,7,5,
267-8,n,n,3,17,7,6,
267-9,l,s,2,17,8,1,
267-10,l,g,3,17,8,2,
267-11,l,g,1,17,8,3,
267-12,o,g,2,17,8,4,
267-13,l,g,3,17,8,5,
267-14,o,s,4,17,8,6,
267-15,l,s,3,18,1,1,
267-16,o,s,4,18,1,2,
267-17,l,g,1,18,1,3,
267-18,o,g,4,18,1,4,
267-19,o,g,5,18,1,5,
267-20,l,g,3,18,1,6,
267-21,n,s,1,18,2,1,really small and red leaves 31.March
267-22,o,s,5,18,2,2,
310-1,o,g,3,18,2,3,
310-2,o,g,3,18,2,4,
310-3,o,g,3,18,2,5,
310-4,o,g,3,18,2,6,
310-5,l,g,4,18,3,1,
310-6,o,g,4,18,3,2,
310-7,o,g,5,18,3,3,
310-8,o,s,5,18,3,4,
310-9,o,s,5,18,3,5,
310-10,o,s,1,18,3,6,
310-11,n,n,1,18,4,1,
310-12,o,s,3,18,4,2,
310-13,o,g,1,18,4,3,
310-14,o,g,1,18,4,4,
319-1,n,n,1,18,4,5,
319-2,n,n,4,18,4,6,
322-1,o,g,2,18,5,1,
279-1,n,g,2,18,5,2,
279-2,l,g,5,18,5,3,
279-3,l,g,2,18,5,4,
282-1,o,g,1,18,5,5,
282-2,o,g,3,18,5,6,
282-3,o,g,2,18,6,1,
282-4,o,g,2,18,6,2,
282-5,o,g,1,18,6,3,
282-6,n,n,1,18,6,4,
282-7,n,g,4,18,6,5,
282-8,l,g,2,18,6,6,
282-9,o,g,4,18,7,1,
282-10,l,s,5,18,7,2,
282-11,n,n,2,18,7,3,
282-12,o,g,3,18,7,4,
282-13,o,g,2,18,7,5,
282-14,o,g,4,18,7,6,
282-15,o,g,1,18,8,1,
282-16,o,g,2,18,8,2,
282-17,o,g,2,18,8,3,
282-18,o,g,1,18,8,4,
282-19,o,g,2,18,8,5,
282-20,o,g,1,18,8,6,
1-1,o,g,2,19,1,1,
1-2,o,g,5,19,1,2,
1-3,o,g,5,19,1,3,one leaf is on the left side lobed and not on the other side
1-4,o,g,4,19,1,4,
1-5,o,g,2,19,1,5,
1-6,o,g,1,19,1,6,
1-7,l,s,5,19,2,1,
1-8,n,g,3,19,2,2,
1-9,n,n,2,19,2,3,
1-10,n,n,5,19,2,4,
1-11,o,g,3,19,2,5,
1-12,o,g,4,19,2,6,
1-13,o,g,2,19,3,1,
5-1,n,g,3,19,3,2,
7-1,n,n,2,19,3,3,
7-2,o,g,1,19,3,4,
7-3,o,g,1,19,3,5,
7-4,o,g,3,19,3,6,
7-5,Na,Na,Na,19,4,1,
7-6,o,g,2,19,4,2,
7-7,l,g,1,19,4,3,
7-8,n,n,1,19,4,4,
7-9,n,n,1,19,4,5,
7-10,n,n,1,19,4,6,
7-11,n,n,2,19,5,1,
7-12,l,g,2,19,5,2,
7-13,l,g,2,19,5,3,
7-14,n,g,3,19,5,4,
7-15,o,g,1,19,5,5,
7-16,n,n,1,19,5,6,
7-17,n,n,0,19,6,1,
7-18,n,n,1,19,6,2,
7-19,o,g,1,19,6,3,
7-20,n,n,1,19,6,4,
8-1,l,g,5,19,6,5,
8-2,Na,Na,Na,19,6,6,
8-3,l,g,1,19,7,1,
8-4,o,g,2,19,7,2,
8-5,l,g,5,19,7,3,
8-6,o,g,1,19,7,4,
8-7,l,s,2,19,7,5,
8-8,Na,Na,Na,19,7,6,
8-9,Na,Na,Na,19,8,1,
8-10,Na,Na,Na,19,8,2,
8-11,n,n,1,19,8,3,
8-12,l,s,2,19,8,4,
8-13,n,n,1,19,8,5,
8-14,Na,Na,Na,19,8,6,
8-15,o,g,3,20,1,1,
8-16,o,g,2,20,1,2,
8-17,o,g,4,20,1,3,
8-18,o,g,8,20,1,4,
8-19,Na,Na,Na,20,1,5,
8-20,o,g,1,20,1,6,
11-1,o,g,1,20,2,1,
11-2,o,g,1,20,2,2,
11-3,o,g,2,20,2,3,
14-1,n,n,1,20,2,4,
19-1,l,s,1,20,2,5,
19-2,o,g,1,20,2,6,
19-3,o,s,3,20,3,1,
19-4,n,g,2,20,3,2,
19-5,n,g,3,20,3,3,
19-6,o,g,2,20,3,4,
16-1,n,s,1,20,3,5,
16-2,l,s,4,20,3,6,
22-1,l,x,3,20,4,1,
24-1,l,g,1,20,4,2,
24-2,n,n,1,20,4,3,
24-3,n,n,3,20,4,4,
24-4,n,n,1,20,4,5,
24-5,n,n,1,20,4,6,
24-6,l,s,3,20,5,1,red leafs on 3.4.25
24-7,o,g,2,20,5,2,
24-8,l,g,2,20,5,3,
24-9,o,g,3,20,5,4,
24-10,n,n,3,20,5,5,
24-11,n,n,3,20,5,6,
24-12,Na,Na,Na,20,6,1,
24-13,n,n,2,20,6,2,
24-14,l,n,2,20,6,3,
24-15,n,n,1,20,6,4,
24-16,o,g,1,20,6,5,
24-17,n,n,2,20,6,6,
24-18,n,n,1,20,7,1,
24-19,n,n,1,20,7,2,
24-20,o,g,1,20,7,3,
27-1,o,s,4,20,7,4,
27-2,o,s,4,20,7,5,
27-3,o,g,3,20,7,6,
27-4,o,g,2,20,8,1,
27-5,l,g,6,20,8,2,
27-6,o,g,4,20,8,3,
27-7,o,g,1,20,8,4,
27-8,o,g,2,20,8,5,
27-9,n,g,1,20,8,6,
27-10,l,n,2,21,1,1,
27-11,n,g,2,21,1,2,
27-12,l,g,1,21,1,3,
27-13,n,g,2,21,1,4,
27-14,l,s,3,21,1,5,
27-15,l,g,3,21,1,6,
27-16,n,n,3,21,2,1,
27-17,n,n,1,21,2,2,
27-18,o,g,1,21,2,3,
27-19,l,g,5,21,2,4,
27-20,n,n,2,21,2,5,
29-1,o,s,1,21,2,6,
29-2,o,g,1,21,3,1,
29-3,l,g,3,21,3,2,
29-4,l,g,4,21,3,3,
29-5,o,g,3,21,3,4,
29-6,o,n,1,21,3,5,
29-7,o,g,4,21,3,6,
29-8,o,g,2,21,4,1,
34-1,o,g,2,21,4,2,
34-2,l,g,2,21,4,3,
34-3,l,g,3,21,4,4,
34-4,l,g,2,21,4,5,
34-5,o,g,3,21,4,6,
34-6,l,g,5,21,5,1,
34-7,l,g,3,21,5,2,
34-8,o,g,2,21,5,3,
34-9,n,g,3,21,5,4,
34-10,o,g,4,21,5,5,
34-11,n,g,3,21,5,6,
34-12,o,g,2,21,6,1,
34-13,o,g,1,21,6,2,
34-14,n,g,3,21,6,3,
34-15,o,g,3,21,6,4,
34-16,Na,Na,Na,21,6,5,Nierenförmige Blätter; diff spec?
35-1,l,g,3,21,6,6,
35-2,o,g,2,21,7,1,
35-3,n,g,1,21,7,2,
35-4,l,n,3,21,7,3,
35-5,l,g,3,21,7,4,
35-6,l,g,3,21,7,5,
35-7,n,g,2,21,7,6,
35-8,l,g,3,21,8,1,
35-9,o,g,3,21,8,2,
35-10,l,g,4,21,8,3,
35-11,o,g,3,21,8,4,
35-12,o,g,2,21,8,5,
35-13,o,g,3,21,8,6,
35-14,o,g,2,22,1,1,
35-15,o,g,2,22,1,2,
35-16,o,g,2,22,1,3,
35-17,o,g,2,22,1,4,
35-18,o,g,3,22,1,5,
35-19,o,g,2,22,1,6,
35-20,o,g,2,22,2,1,
40-1,l,n,4,22,2,2,
41-1,o,g,3,22,2,3,
41-2,o,s,3,22,2,4,
41-3,o,g,2,22,2,5,
41-4,o,g,1,22,2,6,
41-5,n,n,2,22,3,1,
41-6,o,g,1,22,3,2,
41-7,o,g,2,22,3,3,
41-8,l,g,3,22,3,4,
41-9,o,g,2,22,3,5,
41-10,o,g,3,22,3,6,
41-11,o,g,3,22,4,1,
41-12,o,g,3,22,4,2,
41-13,o,g,3,22,4,3,
41-14,o,g,2,22,4,4,
41-15,l,s,3,22,4,5,
45-1,n,n,1,22,4,6,
45-2,l,g,1,22,5,1,
45-3,o,g,1,22,5,2,
45-4,n,n,2,22,5,3,
45-5,o,g,2,22,5,4,
45-6,o,s,2,22,5,5,
45-7,o,s,1,22,5,6,
45-8,o,g,2,22,6,1,
45-9,n,n,1,22,6,2,
45-10,o,g,2,22,6,3,
45-11,l,s,1,22,6,4,
45-12,o,s,1,22,6,5,
45-13,o,g,1,22,6,6,
45-14,o,g,1,22,7,1,
45-15,o,g,2,22,7,2,
45-16,n,n,1,22,7,3,
45-17,o,g,2,22,7,4,
45-18,Na,Na,Na,22,7,5,
45-19,o,g,3,22,7,6,
45-20,n,n,1,22,8,1,
47-1,n,o,1,22,8,2,
47-2,l,s,3,22,8,3,
47-3,l,n,1,22,8,4,
47-4,l,s,3,22,8,5,
47-5,n,n,2,22,8,6,
47-6,o,s,2,23,1,1,
47-7,o,s,1,23,1,2,
47-8,o,s,4,23,1,3,
47-9,o,s,3,23,1,4,
47-10,o,g,2,23,1,5,
47-11,o,g,2,23,1,6,
47-12,o,g,2,23,2,1,
47-13,l,g,2,23,2,2,
47-14,o,g,3,23,2,3,
47-15,o,g,2,23,2,4,
47-16,l,g,2,23,2,5,
47-17,o,g,2,23,2,6,
47-18,o,g,1,23,3,1,
47-19,o,g,2,23,3,2,
47-20,n,g,2,23,3,3,
49-1,l,s,1,23,3,4,
49-2,o,g,4,23,3,5,
49-3,l,s,2,23,3,6,
49-4,l,s,1,23,4,1,
49-5,o,s,4,23,4,2,
49-6,o,s,4,23,4,3,
49-7,o,s,1,23,4,4,
49-8,l,s,5,23,4,5,
49-9,o,s,1,23,4,6,
49-10,o,s,4,23,5,1,
49-11,l,g,3,23,5,2,
49-12,l,g,2,23,5,3,
49-13,n,n,1,23,5,4,
49-14,o,s,2,23,5,5,
49-15,o,s,2,23,5,6,
49-16,o,g,2,23,6,1,
49-17,l,g,1,23,6,2,
49-18,o,g,3,23,6,3,
49-19,n,n,2,23,6,4,
49-20,o,g,3,23,6,5,
342-1,n,s,7,23,6,6,
342-2,l,g,1,23,7,1,
342-3,l,g,1,23,7,2,
342-4,n,n,1,23,7,3,
342-5,l,g,3,23,7,4,
342-6,n,n,2,23,7,5,
342-7,l,g,1,23,7,6,
342-8,o,g,1,23,8,1,
342-9,l,n,2,23,8,2,
342-10,Na,Na,Na,23,8,3,
342-11,n,n,1,23,8,4,
342-12,Na,Na,Na,23,8,5,
342-13,Na,Na,Na,23,8,6,
342-14,l,s,1,24,1,1,
342-15,l,g,2,24,1,2,
342-16,l,n,1,24,1,3,
342-17,o,s,2,24,1,4,
342-18,o,s,1,24,1,5,
342-19,n,n,1,24,1,6,
342-20,l,s,1,24,2,1,
344-1,n,n,1,24,2,2,
344-2,o,g,2,24,2,3,
344-3,l,g,1,24,2,4,
344-4,l,s,1,24,2,5,
344-5,n,n,2,24,2,6,
344-6,l,s,1,24,3,1,
344-7,n,n,1,24,3,2,
344-8,o,g,1,24,3,3,
344-9,l,g,1,24,3,4,
344-10,Na,Na,Na,24,3,5,
344-11,l,n,1,24,3,6,
344-12,n,s,1,24,4,1,
344-13,n,n,1,24,4,2,
344-14,l,g,1,24,4,3,
344-15,n,n,1,24,4,4,
344-16,o,g,1,24,4,5,
344-17,o,g,1,24,4,6,
344-18,o,n,1,24,5,1,
344-19,o,g,1,24,5,2,
344-20,o,g,1,24,5,3,
345-1,o,g,3,24,5,4,
345-2,l,g,2,24,5,5,
345-3,l,n,2,24,5,6,
345-4,Na,Na,Na,24,6,1,
345-5,o,g,1,24,6,2,
345-6,l,g,4,24,6,3,
345-7,Na,Na,Na,24,6,4,
345-8,o,g,3,24,6,5,
345-9,o,g,4,24,6,6,
345-10,Na,Na,Na,24,7,1,
345-11,l,s,3,24,7,2,
345-12,o,g,4,24,7,3,
345-13,Na,Na,Na,24,7,4,
345-14,o,s,8,24,7,5,
345-15,o,g,6,24,7,6,1 heartshaped leaf
345-16,o,g,2,24,8,1,
345-17,o,g,5,24,8,2,
345-18,Na,Na,Na,24,8,3,
345-19,o,g,5,24,8,4,
345-20,Na,Na,Na,24,8,5,
346-1,l,s,6,24,8,6,
346-2,o,s,3,25,1,1,
346-3,l,s,1,25,1,2,
346-4,l,s,1,25,1,3,
346-5,o,g,1,25,1,4,
346-6,o,g,1,25,1,5,
346-7,o,g,3,25,1,6,
346-8,Na,Na,Na,25,2,1,
346-9,o,n,1,25,2,2,
346-10,o,g,1,25,2,3,
346-11,o,g,2,25,2,4,
346-12,Na,Na,Na,25,2,5,
346-13,Na,Na,Na,25,2,6,
346-14,Na,Na,Na,25,3,1,
346-15,Na,Na,Na,25,3,2,
346-16,Na,Na,Na,25,3,3,
346-17,l,g,2,25,3,4,
346-18,o,g,5,25,3,5,
346-19,o,g,1,25,3,6,
346-20,o,g,2,25,4,1,
347-1,l,s,2,25,4,2,
347-2,n,n,1,25,4,3,
347-3,l,n,6,25,4,4,
347-4,n,n,1,25,4,5,
347-5,n,n,1,25,4,6,
347-6,o,g,1,25,5,1,
347-7,n,n,2,25,5,2,
347-8,l,s,1,25,5,3,
347-9,n,n,1,25,5,4,
347-10,o,g,1,25,5,5,
347-11,n,n,1,25,5,6,
347-12,n,n,1,25,6,1,
347-13,n,n,1,25,6,2,
347-14,n,n,1,25,6,3,
347-15,n,n,1,25,6,4,
347-16,o,s,1,25,6,5,
347-17,n,n,1,25,6,6,
347-18,l,g,1,25,7,1,
347-19,l,g,1,25,7,2,
347-20,l,s,2,25,7,3,
348-1,n,n,4,25,7,4,
348-2,o,g,4,25,7,5,
348-3,n,n,1,25,7,6,
348-4,l,g,1,25,8,1,
348-5,n,s,2,25,8,2,
348-6,n,g,2,25,8,3,
348-7,l,n,1,25,8,4,
348-8,n,n,1,25,8,5,
348-9,l,g,3,25,8,6,
348-10,l,n,2,26,1,1,
348-11,l,s,6,26,1,2,
348-12,l,g,5,26,1,3,
348-13,l,s,6,26,1,4,
348-14,n,n,1,26,1,5,
348-15,o,s,4,26,1,6,
348-16,o,s,6,26,2,1,
348-17,o,s,1,26,2,2,
348-18,o,s,1,26,2,3,
348-19,l,g,1,26,2,4,
348-20,o,s,4,26,2,5,
353-1,l,s,4,26,2,6,
353-2,l,g,4,26,3,1,
354-1,o,g,4,26,3,2,
356-1,o,g,3,26,3,3,
357-1,o,s,2,26,3,4,
357-2,o,g,3,26,3,5,
357-3,l,s,4,26,3,6,
357-4,l,n,2,26,4,1,
357-5,l,n,3,26,4,2,
357-6,o,g,3,26,4,3,
357-7,o,n,4,26,4,4,
357-8,o,g,2,26,4,5,
357-9,n,n,2,26,4,6,
357-10,l,g,3,26,5,1,
357-11,l,g,5,26,5,2,
357-12,o,g,2,26,5,3,
357-13,o,s,4,26,5,4,
357-14,l,n,3,26,5,5,
357-15,o,g,7,26,5,6,
357-16,l,s,3,26,6,1,
357-17,o,g,6,26,6,2,
357-18,o,g,4,26,6,3,
357-19,l,s,5,26,6,4,
357-20,o,g,6,26,6,5,
358-1,o,g,3,26,6,6,
358-2,o,g,3,26,7,1,
358-3,o,s,4,26,7,2,
359-1,o,g,5,26,7,3,
359-2,o,g,4,26,7,4,
359-3,o,g,4,26,7,5,
359-4,o,g,4,26,7,6,
359-5,o,g,3,26,8,1,
359-6,o,g,2,26,8,2,
359-7,o,g,3,26,8,3,
359-8,o,g,4,26,8,4,
359-9,o,g,4,26,8,5,
359-10,o,g,3,26,8,6,
360-1,Na,Na,Na,27,1,1,
360-2,o,g,3,27,1,2,
361-1,o,g,1,27,1,3,
361-2,o,g,3,27,1,4,
361-3,o,g,1,27,1,5,
361-4,o,g,2,27,1,6,
361-5,o,s,2,27,2,1,
375-1,Na,Na,Na,27,2,2,
375-2,Na,Na,Na,27,2,3,
375-3,o,n,4,27,2,4,
375-4,Na,Na,Na,27,2,5,
375-5,Na,Na,Na,27,2,6,
384-1,n,n,1,27,3,1,
384-2,n,n,1,27,3,2,
384-3,n,n,1,27,3,3,
384-4,n,n,1,27,3,4,
384-5,n,n,2,27,3,5,
384-6,l,g,1,27,3,6,
384-7,n,n,1,27,4,1,
384-8,n,n,1,27,4,2,
384-9,n,n,1,27,4,3,
384-10,o,g,3,27,4,4,
384-11,n,n,6,27,4,5,
384-12,Na,Na,Na,27,4,6,
384-13,n,n,4,27,5,1,
384-14,n,n,1,27,5,2,
384-15,Na,Na,Na,27,5,3,
384-16,n,n,3,27,5,4,
384-17,o,g,3,27,5,5,
384-18,o,g,1,27,5,6,
384-20,Na,Na,Na,27,6,1,
388-1,o,s,2,27,6,2,
389-1,o,n,6,27,6,3,
403-1,o,g,4,27,6,4,
405-1,n,n,2,27,6,5,
405-2,o,g,3,27,6,6,
405-3,n,n,1,27,7,1,
405-4,n,n,2,27,7,2,
405-5,o,g,3,27,7,3,
405-6,n,n,1,27,7,4,
405-7,n,n,1,27,7,5,
405-8,l,n,4,27,7,6,
405-9,o,g,2,27,8,1,
405-10,o,g,4,27,8,2,
405-11,l,g,2,27,8,3,
405-12,n,n,1,27,8,4,
405-13,n,n,1,27,8,5,
405-14,l,s,1,27,8,6,
405-15,l,s,1,28,1,1,
405-16,n,n,1,28,1,2,
405-17,n,n,1,28,1,3,
405-18,n,n,1,28,1,4,
405-19,o,n,1,28,1,5,
405-20,n,n,1,28,1,6,
406-1,n,n,2,28,2,1,
406-2,n,n,1,28,2,2,
406-3,o,g,3,28,2,3,
406-4,n,n,1,28,2,4,
406-5,n,n,3,28,2,5,
406-6,o,s,1,28,2,6,
406-7,n,n,1,28,3,1,
406-8,n,n,1,28,3,2,
406-9,n,n,1,28,3,3,
406-10,n,n,1,28,3,4,
406-11,n,n,3,28,3,5,
406-12,n,n,1,28,3,6,
406-13,o,s,2,28,4,1,
406-14,l,n,2,28,4,2,
406-15,,,n,28,4,3,
406-16,n,n,1,28,4,4,
406-17,,,n,28,4,5,
406-18,,,n,28,4,6,
406-19,,,n,28,5,1,
406-20,,,n,28,5,2,
407-1,o,g,2,28,5,3,
407-2,n,n,1,28,5,4,
407-3,o,s,1,28,5,5,
407-4,l,s,1,28,5,6,
407-5,n,n,2,28,6,1,
407-6,n,n,1,28,6,2,
407-7,n,n,1,28,6,3,
407-8,l,n,1,28,6,4,
407-9,n,n,1,28,6,5,
407-10,o,g,1,28,6,6,
407-11,n,n,1,28,7,1,
407-12,n,n,1,28,7,2,
407-13,n,n,3,28,7,3,
407-14,n,n,3,28,7,4,
407-15,l,s,1,28,7,5,
407-16,o,s,1,28,7,6,
407-17,o,s,1,28,8,1,
407-18,o,g,1,28,8,2,
407-19,l,s,2,28,8,3,
407-20,n,n,1,28,8,4,
408-1,l,s,3,28,8,5,
408-2,l,s,1,28,8,6,
408-3,o,s,2,29,1,1,
408-4,l,g,3,29,1,2,
408-5,,,n,29,1,3,
408-6,o,g,3,29,1,4,
408-7,n,n,1,29,1,5,
408-8,n,n,n,29,1,6,
408-9,n,n,n,29,2,1,
408-10,l,n,3,29,2,2,
409-1,l,s,1,29,2,3,
409-2,l,g,2,29,2,4,
409-3,n,n,2,29,2,5,
409-4,l,s,4,29,2,6,
409-5,l,s,1,29,3,1,
409-6,n,n,n,29,3,2,
409-7,n,n,n,29,3,3,
409-8,n,n,n,29,3,4,
409-9,n,n,n,29,3,5,
409-10,n,n,n,29,3,6,
409-11,o,s,3,29,4,1,
409-12,n,n,n,29,4,2,
409-13,n,n,n,29,4,3,
409-14,n,n,n,29,4,4,
409-15,n,n,1,29,4,5,
409-16,n,n,n,29,4,6,
409-17,n,n,n,29,5,1,
409-18,n,n,n,29,5,2,
409-19,n,n,n,29,5,3,
409-20,n,n,n,29,5,4,
94-1,o,g,3,29,5,5,
94-2,o,s,2,29,5,6,
94-3,o,g,2,29,6,1,
94-4,o,g,2,29,6,2,
96-1,o,g,2,29,6,3,
100-2,o,g,2,29,6,4,
100-1,n,n,0,29,6,5,
102-1,o,g,3,29,6,6,
102-2,o,g,4,29,7,1,
102-3,n,n,3,29,7,2,
102-4,o,g,4,29,7,3,
102-5,l,g,3,29,7,4,
102-6,o,g,3,29,7,5,
102-7,n,g,3,29,7,6,
102-8,o,g,5,29,8,1,
102-9,n,g,2,29,8,2,
102-10,o,g,3,29,8,3,
102-11,o,g,5,29,8,4,
102-12,o,g,2,29,8,5,
105-1,n,n,5,30,1,6,
105-2,l,g,4,30,2,1,
105-3,n,n,4,30,2,2,
105-4,o,s,4,30,2,3,
105-5,o,g,3,30,2,4,
105-6,n,n,2,30,2,5,
105-7,o,g,5,30,2,6,
105-8,o,s,2,30,3,1,
105-9,o,s,4,30,3,2,
105-10,l,s,5,30,3,3,
105-11,n,n,4,30,3,4,
105-12,o,g,2,30,3,5,
106-1,o,g,2,30,3,6,
106-2,l,s,5,30,4,1,
106-3,o,g,4,30,4,2,
106-4,o,g,5,30,4,3,
104-5,n,g,3,30,4,4,
104-6,n,g,6,30,4,5,
104-7,l,g,2,30,4,6,
104-8,l,g,5,30,5,1,
104-9,n,n,2,30,5,2,
104-10,o,g,5,30,5,3,
104-11,o,g,3,30,5,4,
104-12,l,s,4,30,5,5,
104-13,o,g,3,30,5,6,
104-14,l,s,4,30,6,1,
104-15,o,g,4,30,6,2,
104-16,o,s,3,30,6,3,
104-17,o,g,3,30,6,4,
104-18,o,g,2,30,6,5,
104-19,o,g,4,30,6,6,
110-1,o,g,2,30,7,1,
112-1,l,g,3,30,7,2,
113-1,o,g,3,30,7,3,
113-2,l,g,2,30,7,4,
113-3,o,g,4,30,7,5,
113-4,l,g,3,30,7,6,
113-5,o,g,3,30,8,1,
113-6,l,g,3,30,8,2,
113-7,l,g,4,30,8,3,
113-8,o,g,2,30,8,4,
113-9,l,g,2,30,8,5,
113-10,l,g,4,30,8,6,
113-11,o,g,1,31,1,1,
113-12,o,s,3,31,1,2,
113-13,n,n,1,31,1,3,
114-1,l,s,1,31,1,4,
114-2,o,n,1,31,1,5,
114-3,o,g,3,31,1,6,
114-4,o,n,1,31,2,1,
117-1,l,g,2,31,2,2,
119-1,n,n,1,31,2,3,
120-1,l,n,1,31,2,4,
120-2,n,n,1,31,2,5,
120-3,o,n,1,31,2,6,
120-4,o,g,2,31,3,1,
120-5,o,g,1,31,3,2,
122-1,n,n,1,31,3,3,
122-2,l,g,2,31,3,4,
122-3,l,n,1,31,3,5,
122-4,n,n,1,31,3,6,
122-5,n,n,1,31,4,1,
122-6,n,n,1,31,4,2,
122-7,n,n,3,31,4,3,
122-8,l,s,4,31,4,4,
122-9,l,n,1,31,4,5,
122-10,l,s,2,31,4,6,
122-11,o,s,6,31,5,1,
122-12,o,s,1,31,5,2,
122-13,n,n,1,31,5,3,
122-14,n,n,4,31,5,4,
122-15,n,n,1,31,5,5,
122-16,n,n,1,31,5,6,
122-17,n,n,1,31,6,1,
122-18,n,n,1,31,6,2,
122-19,n,n,1,31,6,3,
122-20,n,n,1,31,6,4,
159-1,o,g,1,31,6,5,
159-2,o,g,1,31,6,6,
159-3,n,n,1,31,7,1,
159-4,n,n,1,31,7,2,
159-5,,,n,31,7,3,
159-6,o,n,1,31,7,4,
159-7,n,n,1,31,7,5,
159-8,o,g,1,31,7,6,
159-9,n,n,1,31,8,1,
159-10,n,n,1,31,8,2,
159-11,n,n,1,31,8,3,
159-12,n,n,1,31,8,4,
159-13,n,n,1,31,8,5,
159-14,o,g,1,31,8,6,
159-15,n,n,1,32,1,1,
159-16,n,n,1,32,1,2,
159-17,n,n,1,32,1,3,
160-1,o,g,2,32,1,4,
160-2,,,n,32,1,5,
160-3,o,g,1,32,1,6,
161-1,n,n,1,32,2,1,
161-2,n,n,1,32,2,2,
161-3,o,g,1,32,2,3,
161-4,o,g,1,32,2,4,
163-1,n,g,1,32,2,5,
165-1,l,s,3,32,2,6,
165-2,n,n,1,32,3,1,
165-3,o,s,1,32,3,2,
156-4,o,s,1,32,3,3,is 165 every following 1156
156-5,n,n,1,32,3,4,
156-6,n,g,1,32,3,5,
156-7,n,g,2,32,3,6,
156-8,o,s,2,32,4,1,
156-9,n,g,1,32,4,2,
156-10,n,n,1,32,4,3,
156-11,l,n,2,32,4,4,
156-12,l,s,1,32,4,5,
156-13,l,s,1,32,4,6,
156-14,n,n,1,32,5,1,
156-15,l,g,1,32,5,2,
156-16,n,n,1,32,5,3,
156-17,o,s,1,32,5,4,
166-1,n,n,1,32,5,5,
166-2,o,g,1,32,5,6,
166-3,o,g,1,32,6,1,
167-1,n,n,1,32,6,2,
167-2,o,g,2,32,6,3,
167-3,o,s,1,32,6,4,
167-4,l,s,1,32,6,5,
168-1,o,g,1,32,6,6,
168-2,n,n,1,32,7,1,
168-3,n,n,1,32,7,2,
168-4,l,g,1,32,7,3,
168-5,n,g,2,32,7,4,
168-6,n,g,2,32,7,5,
168-7,o,g,1,32,7,6,
168-8,o,n,1,32,8,1,
168-9,l,n,2,32,8,2,
168-10,l,s,1,32,8,3,
168-11,n,n,1,32,8,4,
168-12,n,n,1,32,8,5,
168-13,o,g,1,32,8,6,
168-14,n,n,1,33,1,1,
168-15,n,n,1,33,1,2,
168-16,n,n,1,33,1,3,
168-17,l,s,1,33,1,4,
168-18,o,g,1,33,1,5,
168-19,o,g,1,33,1,6,
168-20,l,g,1,33,2,1,
169-1,n,n,1,33,2,2,
169-2,o,g,1,33,2,3,
169-3,o,g,1,33,2,4,
169-4,o,g,2,33,2,5,
169-5,n,n,1,33,2,6,
169-6,o,s,1,33,3,1,
169-7,,,n,33,3,2,
169-8,o,s,1,33,3,3,
169-9,n,n,1,33,3,4,
169-10,o,g,1,33,3,5,
169-11,n,n,1,33,3,6,
169-12,o,g,2,33,4,1,
169-13,l,s,1,33,4,2,
169-14,o,g,1,33,4,3,
169-15,n,n,1,33,4,4,
169-16,o,g,1,33,4,5,
169-17,l,s,2,33,4,6,
169-18,n,n,1,33,5,1,
169-19,n,n,1,33,5,2,
169-20,n,n,1,33,5,3,
170-1,o,n,1,33,5,4,
170-2,l,s,2,33,5,5,
171-1,o,n,1,33,5,6,
172-1,o,g,1,33,6,1,
172-2,o,s,1,33,6,2,
172-3,o,s,1,33,6,3,
172-4,n,n,1,33,6,4,
172-5,n,n,1,33,6,5,
172-6,l,g,1,33,6,6,
172-7,o,s,1,33,7,1,
172-8,o,s,1,33,7,2,
172-9,n,n,1,33,7,3,
172-10,o,n,2,33,7,4,
172-11,l,s,1,33,7,5,
172-12,l,s,1,33,7,6,
172-13,o,g,1,33,8,1,
172-14,o,g,1,33,8,2,
172-15,o,g,1,33,8,3,
173-1,o,g,2,33,8,4,
173-2,l,g,2,33,8,5,
173-3,n,n,1,33,8,6,
173-4,o,g,1,34,1,1,
173-5,o,g,1,34,1,2,
173-6,l,s,1,34,1,3,
173-7,o,g,3,34,1,4,
173-8,o,s,2,34,1,5,
173-9,o,g,1,34,1,6,
173-10,o,g,1,34,2,1,
173-11,n,n,1,34,2,2,
173-12,l,s,1,34,2,3,
173-13,o,s,2,34,2,4,
173-14,n,n,1,34,2,5,
173-15,n,n,1,34,2,6,
173-16,o,g,2,34,3,1,
173-17,o,g,1,34,3,2,
173-18,l,g,2,34,3,3,
173-19,n,n,1,34,3,4,
173-20,n,n,1,34,3,5,
